CRAWL_TS,COUNTRY_VAL,PARTNER,PRODUCT_NAME_VAL,MONTHLY_INSTALMENT_AMT,INSTALMENT_MONTH
2025-10-10T17:10:02Z,Australia,Partner A,iPhone 16 128GB,104.08,12
2025-10-10T17:10:06Z,Australia,Partner A,iPhone 17 Pro 512GB,199.91,12
2025-10-10T17:10:12Z,Australia,Partner A,iPad Air 13-inch (M3) 256GB,49.97,36
2025-10-10T17:10:24Z,Australia,Partner A,iPad Air 11-inch (M3) 128GB,52.04,24
2025-10-10T17:10:44Z,Australia,Partner A,AirPods 4,,36
2025-10-10T17:10:44Z,Australia,Partner A,AirPods 4,,12
2025-10-10T17:10:50Z,Australia,Partner A,iPhone 17 256GB,38.86,36
2025-10-10T17:10:55Z,Australia,Partner A,iPad mini (A17 Pro) 128GB,87.41,12
2025-10-10T17:11:08Z,Australia,Partner A,iPad Air 13-inch (M3) 256GB,49.97,36
2025-10-10T17:11:17Z,Australia,Partner A,iP 17 PM 1TB,249.91,12
2025-10-10T17:11:18Z,Australia,Partner A,iPhone 17 256GB,58.29,24
2025-10-10T17:11:29Z,Australia,Partner A,iPhone 17 256GB,38.86,36
2025-10-10T17:11:31Z,Australia,Partner A,iPhone 17 Pro 1TB,77.75,36
2025-10-10T17:11:41Z,Australia,Partner A,iPad (A16) 128GB,35.37,24
2025-10-10T17:11:44Z,Australia,Partner A,iPhone Air 512GB,91.62,24
2025-10-10T17:12:02Z,Australia,Partner A,iP 17 PM 512GB,72.19,36
2025-10-10T17:12:11Z,Australia,Partner A,iPhone Air 1TB,72.19,36
2025-10-10T17:12:15Z,Australia,Partner A,iPhone Air 256GB,49.97,36
2025-10-10T17:12:45Z,Australia,Partner A,iPhone 17 256GB,116.58,12
2025-10-10T17:12:50Z,Australia,Partner A,iPhone 17 512GB,74.95,24
2025-10-10T17:12:50Z,Australia,Partner A,iPhone 17 Pro 1TB,233.25,12
2025-10-10T17:12:58Z,Australia,Partner A,iPhone 15 Pro 512GB,54.13,36
2025-10-10T17:13:06Z,Australia,Partner A,iPhone 17 256GB,58.29,24
2025-10-10T17:13:10Z,Australia,Partner A,iPhone Air 1TB,72.19,36
2025-10-10T17:13:17Z,Australia,Partner A,iPhone 17 256GB,58.29,24
2025-10-10T17:13:17Z,Australia,Partner A,iPad Air 11-inch (M3) 128GB,104.08,12
2025-10-10T17:13:33Z,Australia,Partner A,iPhone 15 Pro 1TB,95.79,24
2025-10-10T17:13:41Z,Australia,Partner A,iPad (A16) 256GB,43.7,24
2025-10-10T17:13:48Z,Australia,Partner A,iPhone 17 Pro 1TB,116.62,24
2025-10-10T17:13:53Z,Australia,Partner A,iPhone 16 128GB,34.69,36
2025-10-10T17:14:02Z,Australia,Partner A,iPad (A16) 256GB,29.13,36
2025-10-10T17:14:08Z,Australia,Partner A,iPad Air 11-inch (M3) 128GB,34.69,36
2025-10-10T17:14:16Z,Australia,Partner A,AirPods Pro 2,33.25,12
2025-10-10T17:14:17Z,Australia,Partner A,iP 17 PM 2TB,158.29,24
2025-10-10T17:14:24Z,Australia,Partner A,iP 17 PM 256GB,61.08,36
2025-10-10T17:14:26Z,Australia,Partner A,iPhone 17 Pro 512GB,199.91,12
2025-10-10T17:14:30Z,Australia,Partner A,iPad Air 11-inch (M3) 256GB,40.25,36
2025-10-10T17:14:31Z,Australia,Partner A,iP 17 PM 1TB,249.91,12
2025-10-10T17:14:38Z,Australia,Partner A,iPhone Air 512GB,91.62,24
2025-10-10T17:14:45Z,Australia,Partner A,iPad (A16) 256GB,29.13,36
2025-10-10T17:14:51Z,Australia,Partner A,iPhone 17 Pro 256GB,55.52,36
2025-10-10T17:14:56Z,Australia,Partner A,iPhone 17 512GB,149.91,12
2025-10-10T17:14:57Z,Australia,Partner A,iP 17 PM 512GB,72.19,36
2025-10-10T17:15:03Z,Australia,Partner A,iP 17 PM 1TB,124.95,24
2025-10-10T17:15:16Z,Australia,Partner A,iPhone 17 Pro 256GB,166.58,12
2025-10-10T17:15:21Z,Australia,Partner A,iPad Air 11-inch (M3) 256GB,60.37,24
2025-10-10T17:15:25Z,Australia,Partner A,iPhone 15 Pro 512GB,187.41,12
2025-10-10T17:15:35Z,Australia,Partner A,iPad Air 11-inch (M3) 256GB,60.37,24
2025-10-10T17:15:37Z,Australia,Partner A,iPad Air 11-inch (M3) 128GB,52.04,24
2025-10-10T17:15:40Z,Australia,Partner A,iPad Air 11-inch (M3) 256GB,120.75,12
2025-10-10T17:15:45Z,Australia,Partner A,iPhone Air 256GB,49.97,36
2025-10-10T17:15:50Z,Australia,Partner A,iP15P 128,58.29,24
2025-10-10T17:16:00Z,Australia,Partner A,iPad (A16) 256GB,43.7,24
2025-10-10T17:16:00Z,Australia,Partner A,iP 17 PM 512GB,216.58,12
2025-10-10T17:16:03Z,Australia,Partner A,iPhone 17 Pro 512GB,66.63,36
2025-10-10T17:16:06Z,Australia,Partner A,iPhone 17 512GB,149.91,12
2025-10-10T17:16:09Z,Australia,Partner A,iPhone 17 512GB,74.95,24
2025-10-10T17:16:11Z,Australia,Partner A,iPad Air 13-inch (M3) 256GB,49.97,36
2025-10-10T17:16:12Z,Australia,Partner A,iP15P 128,58.29,24
2025-10-10T17:16:13Z,Australia,Partner A,iPad Air 13-inch (M3) 256GB,49.97,36
2025-10-10T17:16:16Z,Australia,Partner A,iPad Air 13-inch (M3) 256GB,74.95,24
2025-10-10T17:16:23Z,Australia,Partner A,iPad mini (A17 Pro) 128GB,87.41,12
2025-10-10T17:16:30Z,Australia,Partner A,iPhone Air 256GB,149.91,12
2025-10-10T17:16:40Z,Australia,Partner A,iPad (A16) 256GB,87.41,12
2025-10-10T17:16:45Z,Australia,Partner A,iPhone 15 Pro 512GB,81.2,24
2025-10-10T17:16:46Z,Australia,Partner A,iP 17 PM 1TB,124.95,24
2025-10-10T17:16:56Z,Australia,Partner A,iP 17 PM 256GB,91.62,24
2025-10-10T17:16:59Z,Australia,Partner A,iPhone 17 256GB,58.29,24
2025-10-10T17:17:05Z,Australia,Partner A,iPhone Air 512GB,91.62,24
2025-10-10T17:17:10Z,Australia,Partner A,iPhone 15 Pro 1TB,95.79,24
2025-10-10T17:17:18Z,Australia,Partner A,iPad (A16) 256GB,43.7,24
2025-10-10T17:17:28Z,Australia,Partner A,iPad Air 13-inch (M3) 256GB,74.95,24
2025-10-10T17:17:32Z,Australia,Partner A,iPad (A16) 128GB,23.58,36
2025-10-10T17:17:45Z,Australia,Partner A,iPhone Air 256GB,74.95,24
2025-10-10T17:17:49Z,Australia,Partner A,iPad Air 11-inch (M3) 128GB,52.04,24
2025-10-10T17:18:02Z,Australia,Partner A,iP 17 PM 256GB,91.62,24
2025-10-10T17:18:09Z,Australia,Partner A,iPhone 15 Pro 512GB,187.41,12
2025-10-10T17:18:26Z,Australia,Partner A,iP15P 128,58.29,24
2025-10-10T17:18:32Z,Australia,Partner A,iPhone Air 256GB,49.97,36
2025-10-10T17:18:34Z,Australia,Partner A,iPhone Air 256GB,149.91,12
2025-10-10T17:18:45Z,Australia,Partner A,iPhone 17 512GB,74.95,24
2025-10-10T17:18:50Z,Australia,Partner A,iPhone 15 Pro 512GB,81.2,24
2025-10-10T17:18:53Z,Australia,Partner A,iPhone 17 Pro 512GB,99.95,24
2025-10-10T17:18:56Z,Australia,Partner A,iPhone Air 1TB,216.58,12
2025-10-10T17:19:01Z,Australia,Partner A,AirPods (3rd gen) with Lightning Charging Case,11.62,24
2025-10-10T17:19:16Z,Australia,Partner A,iPad mini (A17 Pro) 128GB,43.7,24
2025-10-10T17:19:22Z,Australia,Partner A,iP15P 128,38.85,36
2025-10-10T17:19:28Z,Australia,Partner A,iPhone 17 512GB,149.91,12
2025-10-10T17:19:33Z,Australia,Partner A,iPhone 17 256GB,38.86,36
2025-10-10T17:19:34Z,Australia,Partner A,iP15P 128,141.58,12
2025-10-10T17:19:38Z,Australia,Partner A,iPad Air 13-inch (M3) 128GB,44.41,36
2025-10-10T17:19:43Z,Australia,Partner A,iPad (A16) 256GB,87.41,12
2025-10-10T17:19:50Z,Australia,Partner A,iPhone Air 512GB,61.08,36
2025-10-10T17:19:50Z,Australia,Partner A,iPhone 17 512GB,149.91,12
2025-10-10T17:19:50Z,Australia,Partner A,iPad Air 11-inch (M3) 256GB,60.37,24
2025-10-10T17:19:52Z,Australia,Partner A,iPad Air 11-inch (M3) 128GB,34.69,36
2025-10-10T17:19:53Z,Australia,Partner A,iPhone 17 Pro 256GB,83.29,24
2025-10-10T17:19:55Z,Australia,Partner A,iPhone 15 Pro 256GB,158.25,12
2025-10-10T17:19:55Z,Australia,Partner A,iPhone 15 Pro 1TB,63.85,36
2025-10-10T17:20:01Z,Australia,Partner A,iPad Air 13-inch (M3) 128GB,133.25,12
2025-10-10T17:20:06Z,Australia,Partner A,iPhone 15 Pro 512GB,187.41,12
2025-10-10T17:20:06Z,Australia,Partner A,iPhone Air 256GB,149.91,12
2025-10-10T17:20:10Z,Australia,Partner A,iPad Air 13-inch (M3) 128GB,66.62,24
2025-10-10T17:20:13Z,Australia,Partner A,iP 17 PM 512GB,216.58,12
2025-10-10T17:20:18Z,Australia,Partner A,iP15P 128,38.85,36
2025-10-10T17:20:19Z,Australia,Partner A,iPad Air 11-inch (M3) 256GB,40.25,36
2025-10-10T17:20:22Z,Australia,Partner A,iPhone Air 1TB,108.29,24
2025-10-10T17:20:46Z,Australia,Partner A,iP15P 128,38.85,36
2025-10-10T17:20:48Z,Australia,Partner A,iPad (A16) 128GB,70.75,12
2025-10-10T17:21:03Z,Australia,Partner A,iPhone 15 Pro 256GB,44.41,36
2025-10-10T17:21:04Z,Australia,Partner A,iPad (A16) 128GB,23.58,36
2025-10-10T17:21:04Z,Australia,Partner A,iPad Air 11-inch (M3) 128GB,52.04,24
2025-10-10T17:21:07Z,Australia,Partner A,iP 17 PM 1TB,83.3,36
2025-10-10T17:21:08Z,Australia,Partner A,iPhone 17 256GB,116.58,12
2025-10-10T17:21:10Z,Australia,Partner A,iPad Air 13-inch (M3) 128GB,66.62,24
2025-10-10T17:21:13Z,Australia,Partner A,iP 17 PM 1TB,124.95,24
2025-10-10T17:21:16Z,Australia,Partner A,iPad mini (A17 Pro) 128GB,29.13,36
2025-10-10T17:21:20Z,Australia,Partner A,iPad (A16) 128GB,70.75,12
2025-10-10T17:21:21Z,Australia,Partner A,iPhone 15 Pro 512GB,54.13,36
2025-10-10T17:21:23Z,Australia,Partner A,iPad Air 11-inch (M3) 256GB,120.75,12
2025-10-10T17:21:31Z,Australia,Partner A,iPhone 17 Pro 512GB,199.91,12
2025-10-10T17:21:42Z,Australia,Partner A,iPhone 17 256GB,116.58,12
2025-10-10T17:21:42Z,Australia,Partner A,iPhone 17 Pro 512GB,99.95,24
2025-10-10T17:21:52Z,Australia,Partner A,iPhone 17 256GB,116.58,12
2025-10-10T17:21:52Z,Australia,Partner A,iP15P 128,141.58,12
2025-10-10T17:21:57Z,Australia,Partner A,iPhone Air 1TB,216.58,12
2025-10-10T17:22:04Z,Australia,Partner A,iPhone 17 Pro 1TB,116.62,24
2025-10-10T17:22:07Z,Australia,Partner A,iP 17 PM 2TB,316.58,12
2025-10-10T17:22:18Z,Australia,Partner A,iPad Air 11-inch (M3) 128GB,34.69,36
2025-10-10T17:22:25Z,Australia,Partner A,iPhone 17 Pro 1TB,116.62,24
2025-10-10T17:22:37Z,Australia,Partner A,AirPods 4 with Active Noise Cancellation,8.3,36
2025-10-10T17:22:40Z,Australia,Partner A,iPhone 15 Pro 256GB,158.25,12
2025-10-10T17:22:44Z,Australia,Partner A,iPhone 17 Pro 1TB,233.25,12
2025-10-10T17:22:46Z,Australia,Partner A,iPhone 15 Pro 256GB,158.25,12
2025-10-10T17:23:04Z,Australia,Partner A,iP 17 PM 512GB,108.29,24
2025-10-10T17:23:05Z,Australia,Partner A,iPhone Air 1TB,216.58,12
2025-10-10T17:23:06Z,Australia,Partner A,iPhone Air 512GB,183.25,12
2025-10-10T17:23:13Z,Australia,Partner A,iPhone 17 Pro 256GB,83.29,24
2025-10-10T17:23:15Z,Australia,Partner A,iPhone 17 Pro 512GB,66.63,36
2025-10-10T17:23:20Z,Australia,Partner A,iPhone 17 Pro 256GB,55.52,36
2025-10-10T17:23:33Z,Australia,Partner A,iPhone 17 512GB,74.95,24
2025-10-10T17:23:35Z,Australia,Partner A,iPhone 15 Pro 512GB,81.2,24
2025-10-10T17:23:41Z,Australia,Partner A,iPhone 17 512GB,49.97,36
2025-10-12T17:25:52Z,Australia,Partner A,iPad Air 11-inch (M3) 256GB,40.25,36
2025-10-12T17:27:45Z,Australia,Partner A,iPhone 16 128GB,104.08,12
2025-10-12T17:28:49Z,Australia,Partner A,iPad Air 11-inch (M3) 128GB,52.04,24
2025-10-12T17:30:50Z,Australia,Partner A,iPad (A16) 128GB,35.37,24
2025-10-12T17:31:04Z,Australia,Partner A,AirPods 4,,36
2025-10-12T17:31:04Z,Australia,Partner A,AirPods 4,9.12,24
2025-10-12T17:31:10Z,Australia,Partner A,iPhone 16e 128GB,83.25,12
2025-10-12T17:33:09Z,Australia,Partner A,iPhone 16e 256GB,49.95,24
2025-10-12T17:35:23Z,Australia,Partner A,iPhone 17 256GB,58.29,24
2025-10-12T17:37:01Z,Australia,Partner A,iPhone 15 Pro 256GB,44.41,36
2025-10-12T17:37:29Z,Australia,Partner A,iPad mini (A17 Pro) 128GB,43.7,24
2025-10-12T17:37:55Z,Australia,Partner A,iPhone 15 Pro 512GB,81.2,24
2025-10-12T17:38:15Z,Australia,Partner A,iPhone 15 Pro 512GB,81.2,24
2025-10-12T17:38:39Z,Australia,Partner A,iPhone 15 Pro 256GB,66.62,24
2025-10-12T17:38:40Z,Australia,Partner A,iPhone 15 Pro 512GB,54.13,36
2025-10-12T17:39:25Z,Australia,Partner A,iPad Air 11-inch (M3) 256GB,40.25,36
2025-10-12T17:41:11Z,Australia,Partner A,iPhone 15 Pro 256GB,158.25,12
2025-10-12T17:42:27Z,Australia,Partner A,iPhone 16e 256GB,49.95,24
2025-10-12T17:42:39Z,Australia,Partner A,iPad (A16) 128GB,23.58,36
2025-10-12T17:42:59Z,Australia,Partner A,iPhone 17 512GB,49.97,36
2025-10-12T17:43:01Z,Australia,Partner A,iPhone 17 512GB,74.95,24
2025-10-12T17:43:24Z,Australia,Partner A,iPhone 17 Pro 512GB,66.63,36
2025-10-12T17:44:24Z,Australia,Partner A,iP 17 PM 512GB,72.19,36
2025-10-12T17:44:28Z,Australia,Partner A,iP 17 PM 512GB,108.29,24
2025-10-12T17:44:33Z,Australia,Partner A,iPhone 17 256GB,38.86,36
2025-10-12T17:46:06Z,Australia,Partner A,iP 17 PM 512GB,72.19,36
2025-10-12T17:46:38Z,Australia,Partner A,iP 17 PM 1TB,124.95,24
2025-10-12T17:47:44Z,Australia,Partner A,iPad Air 13-inch (M3) 128GB,44.41,36
2025-10-12T17:48:09Z,Australia,Partner A,iPhone 17 Pro 512GB,66.63,36
2025-10-12T17:48:15Z,Australia,Partner A,iP15P 128,141.58,12
2025-10-12T17:48:31Z,Australia,Partner A,iPhone 17 Pro 256GB,83.29,24
2025-10-12T17:48:44Z,Australia,Partner A,iP 17 PM 512GB,216.58,12
2025-10-12T17:49:06Z,Australia,Partner A,iP15P 128,58.29,24
2025-10-12T17:49:28Z,Australia,Partner A,iP 17 PM 256GB,183.25,12
2025-10-12T17:51:29Z,Australia,Partner A,iPhone 16e 128GB,41.62,24
2025-10-12T17:51:35Z,Australia,Partner A,iPhone 15 Pro 512GB,54.13,36
2025-10-12T17:54:59Z,Australia,Partner A,iPhone 15 Pro 512GB,187.41,12
2025-10-12T17:55:28Z,Australia,Partner A,iP 17 PM 1TB,124.95,24
2025-10-12T17:56:00Z,Australia,Partner A,iPad Air 11-inch (M3) 256GB,40.25,36
2025-10-12T17:56:51Z,Australia,Partner A,iPad (A16) 256GB,29.13,36
2025-10-12T17:56:59Z,Australia,Partner A,iPhone 15 Pro 512GB,81.2,24
2025-10-12T17:57:49Z,Australia,Partner A,iPad mini (A17 Pro) 128GB,87.41,12
2025-10-12T17:58:25Z,Australia,Partner A,iPhone 17 256GB,38.86,36
2025-10-12T17:58:52Z,Australia,Partner A,AirPods 4 with Active Noise Cancellation,8.3,36
2025-10-12T17:59:04Z,Australia,Partner A,iP 17 PM 256GB,61.08,36
2025-10-12T17:59:33Z,Australia,Partner A,iPad (A16) 256GB,87.41,12
2025-10-12T17:59:59Z,Australia,Partner A,iPhone 17 256GB,116.58,12
2025-10-12T18:00:18Z,Australia,Partner A,AirPods Pro 2,11.08,36
2025-10-12T18:00:24Z,Australia,Partner A,iPad (A16) 128GB,70.75,12
2025-10-12T18:00:41Z,Australia,Partner A,iPhone 16 128GB,34.69,36
2025-10-12T18:00:53Z,Australia,Partner A,iPhone 17 512GB,149.91,12
2025-10-12T18:03:44Z,Australia,Partner A,iPhone 15 Pro 256GB,158.25,12
2025-10-12T18:06:08Z,Australia,Partner A,iPad Air 11-inch (M3) 256GB,60.37,24
2025-10-12T18:06:15Z,Australia,Partner A,iPhone 15 Pro 256GB,66.62,24
2025-10-12T18:06:45Z,Australia,Partner A,iP 17 PM 1TB,249.91,12
2025-10-14T17:19:07Z,Australia,Partner A,iPad Air 11-inch (M3) 256GB,60.37,24
2025-10-14T17:19:07Z,Australia,Partner A,iPad (A16) 256GB,87.41,12
2025-10-14T17:19:32Z,Australia,Partner A,iPhone 15 Pro 256GB,44.41,36
2025-10-14T17:20:19Z,Australia,Partner A,iPhone 16e 512GB,64.54,24
2025-10-14T17:20:34Z,Australia,Partner A,iP 17 PM 2TB,105.52,36
2025-10-14T17:20:35Z,Australia,Partner A,iPhone 17 512GB,74.95,24
2025-10-14T17:20:44Z,Australia,Partner A,iPhone 15 Pro 1TB,63.85,36
2025-10-14T17:21:19Z,Australia,Partner A,iPhone 17 512GB,74.95,24
2025-10-14T17:21:24Z,Australia,Partner A,iPhone 15 Pro 256GB,66.62,24
2025-10-14T17:21:31Z,Australia,Partner A,iPhone 15 Pro 256GB,44.41,36
2025-10-14T17:21:50Z,Australia,Partner A,iP 17 PM 256GB,183.25,12
2025-10-14T17:21:50Z,Australia,Partner A,iP 17 PM 512GB,108.29,24
2025-10-14T17:21:51Z,Australia,Partner A,iPhone 17 512GB,74.95,24
2025-10-14T17:22:05Z,Australia,Partner A,iPhone 16 128GB,52.04,24
2025-10-14T17:22:13Z,Australia,Partner A,iP 17 PM 256GB,61.08,36
2025-10-14T17:22:14Z,Australia,Partner A,iPad Air 13-inch (M3) 128GB,44.41,36
2025-10-14T17:22:32Z,Australia,Partner A,iPad Air 11-inch (M3) 256GB,40.25,36
2025-10-14T17:22:33Z,Australia,Partner A,iPhone 15 Pro 512GB,187.41,12
2025-10-14T17:22:42Z,Australia,Partner A,iP 17 PM 256GB,61.08,36
2025-10-14T17:22:46Z,Australia,Partner A,iPad Air 11-inch (M3) 256GB,120.75,12
2025-10-14T17:22:53Z,Australia,Partner A,iPad (A16) 128GB,23.58,36
2025-10-14T17:22:58Z,Australia,Partner A,iPhone 16e 128GB,27.75,36
2025-10-14T17:23:06Z,Australia,Partner A,iPad Air 13-inch (M3) 256GB,74.95,24
2025-10-14T17:23:13Z,Australia,Partner A,iPhone 17 256GB,38.86,36
2025-10-14T17:23:14Z,Australia,Partner A,iPhone 17 256GB,58.29,24
2025-10-14T17:23:19Z,Australia,Partner A,iP 17 PM 1TB,83.3,36
2025-10-14T17:23:36Z,Australia,Partner A,iPad Air 11-inch (M3) 128GB,104.08,12
2025-10-14T17:23:55Z,Australia,Partner A,iPhone 17 Pro 512GB,199.91,12
2025-10-14T17:24:09Z,Australia,Partner A,iP15P 128,38.85,36
2025-10-14T17:24:20Z,Australia,Partner A,iPad (A16) 128GB,23.58,36
2025-10-14T17:24:21Z,Australia,Partner A,iPhone 16e 512GB,43.02,36
2025-10-14T17:24:35Z,Australia,Partner A,iPad mini (A17 Pro) 128GB,29.13,36
2025-10-14T17:24:58Z,Australia,Partner A,iPhone 15 Pro 256GB,44.41,36
2025-10-14T17:25:04Z,Australia,Partner A,iP15P 128,38.85,36
2025-10-14T17:25:08Z,Australia,Partner A,iP 17 PM 512GB,108.29,24
2025-10-14T17:25:39Z,Australia,Partner A,iPad Air 11-inch (M3) 128GB,34.69,36
2025-10-14T17:25:50Z,Australia,Partner A,iPad Air 11-inch (M3) 256GB,120.75,12
2025-10-14T17:25:57Z,Australia,Partner A,iPhone 15 Pro 256GB,158.25,12
2025-10-14T17:26:07Z,Australia,Partner A,iPad Air 11-inch (M3) 128GB,52.04,24
2025-10-14T17:26:08Z,Australia,Partner A,iPhone 17 512GB,49.97,36
2025-10-14T17:26:32Z,Australia,Partner A,iPhone 17 Pro 256GB,83.29,24
2025-10-14T17:26:40Z,Australia,Partner A,iPad Air 13-inch (M3) 128GB,44.41,36
2025-10-14T17:26:49Z,Australia,Partner A,iPad (A16) 128GB,35.37,24
2025-10-14T17:26:49Z,Australia,Partner A,iP 17 PM 1TB,124.95,24
2025-10-14T17:26:52Z,Australia,Partner A,iPad mini (A17 Pro) 128GB,43.7,24
2025-10-14T17:26:56Z,Australia,Partner A,iP15P 128,38.85,36
2025-10-14T17:26:59Z,Australia,Partner A,iPhone 17 Pro 1TB,116.62,24
2025-10-14T17:27:09Z,Australia,Partner A,iPhone 17 Pro 512GB,66.63,36
2025-10-14T17:27:13Z,Australia,Partner A,iP 17 PM 512GB,216.58,12
2025-10-14T17:27:15Z,Australia,Partner A,iPhone 17 Pro 512GB,199.91,12
2025-10-14T17:27:23Z,Australia,Partner A,iP 17 PM 256GB,91.62,24
2025-10-14T17:27:29Z,Australia,Partner A,iP 17 PM 256GB,183.25,12
2025-10-14T17:27:29Z,Australia,Partner A,iPad Air 11-inch (M3) 128GB,104.08,12
2025-10-14T17:27:32Z,Australia,Partner A,AirPods Pro 3,17.87,24
2025-10-14T17:27:35Z,Australia,Partner A,iPhone 15 Pro 512GB,54.13,36
2025-10-14T17:27:43Z,Australia,Partner A,iPad Air 13-inch (M3) 256GB,149.91,12
2025-10-14T17:27:45Z,Australia,Partner A,iP 17 PM 2TB,158.29,24
2025-10-14T17:27:54Z,Australia,Partner A,iPad Air 13-inch (M3) 256GB,49.97,36
2025-10-14T17:28:03Z,Australia,Partner A,iPhone 16e 256GB,33.3,36
2025-10-14T17:28:21Z,Australia,Partner A,iPhone 17 256GB,116.58,12
2025-10-14T17:28:25Z,Australia,Partner A,iPhone 15 Pro 256GB,158.25,12
2025-10-14T17:28:43Z,Australia,Partner A,iPad Air 13-inch (M3) 128GB,133.25,12
2025-10-14T17:29:00Z,Australia,Partner A,iPad Air 11-inch (M3) 128GB,52.04,24
2025-10-14T17:29:01Z,Australia,Partner A,iPad Air 13-inch (M3) 128GB,133.25,12
2025-10-14T17:29:12Z,Australia,Partner A,iPad Air 13-inch (M3) 128GB,44.41,36
2025-10-14T17:29:18Z,Australia,Partner A,iP 17 PM 2TB,105.52,36
2025-10-14T17:29:29Z,Australia,Partner A,iPad Air 11-inch (M3) 128GB,34.69,36
2025-10-14T17:29:34Z,Australia,Partner A,iPad Air 11-inch (M3) 256GB,40.25,36
2025-10-14T17:29:40Z,Australia,Partner A,iP 17 PM 512GB,72.19,36
2025-10-14T17:29:43Z,Australia,Partner A,iPad (A16) 256GB,43.7,24
2025-10-14T17:29:52Z,Australia,Partner A,iPad (A16) 256GB,87.41,12
2025-10-14T17:29:58Z,Australia,Partner A,iPad (A16) 128GB,23.58,36
2025-10-14T17:30:10Z,Australia,Partner A,iPhone 17 Pro 256GB,166.58,12
2025-10-14T17:30:15Z,Australia,Partner A,iPhone 17 256GB,38.86,36
2025-10-14T17:30:28Z,Australia,Partner A,iPad Air 13-inch (M3) 256GB,149.91,12
2025-10-14T17:30:41Z,Australia,Partner A,iPhone 17 256GB,116.58,12
2025-10-14T17:30:47Z,Australia,Partner A,iPad Air 13-inch (M3) 256GB,74.95,24
2025-10-14T17:30:53Z,Australia,Partner A,iPhone 17 256GB,38.86,36
2025-10-14T17:30:54Z,Australia,Partner A,iP 17 PM 1TB,83.3,36
2025-10-14T17:30:59Z,Australia,Partner A,iPhone 15 Pro 256GB,158.25,12
2025-10-14T17:31:01Z,Australia,Partner A,iPad Air 13-inch (M3) 128GB,66.62,24
2025-10-14T17:31:09Z,Australia,Partner A,iPad Air 13-inch (M3) 256GB,74.95,24
2025-10-14T17:31:16Z,Australia,Partner A,iPhone 15 Pro 256GB,66.62,24
2025-10-14T17:31:19Z,Australia,Partner A,iPad Air 13-inch (M3) 128GB,133.25,12
2025-10-14T17:31:26Z,Australia,Partner A,iPhone 17 Pro 512GB,99.95,24
2025-10-14T17:31:28Z,Australia,Partner A,iPhone 17 512GB,49.97,36
2025-10-14T17:31:29Z,Australia,Partner A,iPhone 17 256GB,38.86,36
2025-10-14T17:31:32Z,Australia,Partner A,iPad Air 11-inch (M3) 256GB,120.75,12
2025-10-14T17:31:34Z,Australia,Partner A,iPhone 16e 256GB,49.95,24
2025-10-14T17:31:40Z,Australia,Partner A,iP 17 PM 1TB,124.95,24
2025-10-14T17:31:40Z,Australia,Partner A,iP15P 128,58.29,24
2025-10-14T17:31:44Z,Australia,Partner A,iPhone 15 Pro 1TB,95.79,24
2025-10-14T17:31:50Z,Australia,Partner A,iPad Air 13-inch (M3) 256GB,49.97,36
2025-10-14T17:31:51Z,Australia,Partner A,iPhone 17 512GB,74.95,24
2025-10-14T17:31:55Z,Australia,Partner A,iPad (A16) 128GB,70.75,12
2025-10-14T17:32:06Z,Australia,Partner A,iP 17 PM 2TB,158.29,24
2025-10-14T17:32:11Z,Australia,Partner A,iPhone 17 Pro 1TB,233.25,12
2025-10-14T17:32:12Z,Australia,Partner A,iPhone 16e 128GB,27.75,36
2025-10-14T17:32:20Z,Australia,Partner A,iP 17 PM 1TB,249.91,12
2025-10-14T17:32:32Z,Australia,Partner A,iPad (A16) 256GB,29.13,36
2025-10-14T17:32:37Z,Australia,Partner A,iPad (A16) 128GB,35.37,24
2025-10-14T17:32:46Z,Australia,Partner A,AirPods Pro 2,11.08,36
2025-10-14T17:32:46Z,Australia,Partner A,AirPods Pro 2,33.25,12
2025-10-14T17:32:50Z,Australia,Partner A,iPhone 17 Pro 256GB,55.52,36
2025-10-14T17:32:58Z,Australia,Partner A,iP 17 PM 256GB,61.08,36
2025-10-14T17:33:00Z,Australia,Partner A,iPad mini (A17 Pro) 128GB,43.7,24
2025-10-14T17:33:05Z,Australia,Partner A,iPhone 16e 128GB,41.62,24
2025-10-14T17:33:06Z,Australia,Partner A,iP 17 PM 512GB,216.58,12
2025-10-14T17:33:07Z,Australia,Partner A,iPhone 17 256GB,116.58,12
2025-10-14T17:33:14Z,Australia,Partner A,iPad Air 13-inch (M3) 256GB,149.91,12
2025-10-14T17:33:16Z,Australia,Partner A,iPad Air 13-inch (M3) 128GB,66.62,24
2025-10-14T17:33:25Z,Australia,Partner A,iPhone 15 Pro 512GB,81.2,24
2025-10-14T17:33:28Z,Australia,Partner A,iPad (A16) 256GB,29.13,36
2025-10-14T17:33:29Z,Australia,Partner A,iPhone 17 256GB,58.29,24
2025-10-14T17:33:40Z,Australia,Partner A,iPhone 17 256GB,116.58,12
2025-10-14T17:33:40Z,Australia,Partner A,iPhone 17 Pro 512GB,199.91,12
2025-10-14T17:33:45Z,Australia,Partner A,iPhone 15 Pro 512GB,187.41,12
2025-10-14T17:34:08Z,Australia,Partner A,iPhone 15 Pro 512GB,54.13,36
2025-10-14T17:34:20Z,Australia,Partner A,iP15P 128,38.85,36
2025-10-14T17:34:44Z,Australia,Partner A,AirPods (3rd gen) with Lightning Charging Case,7.75,36
